date,K,M,S,initial_soc,final_soc,cost,emergency_kwh,computational_limited
2025-10-18,2,27,27,5296.1658099509295,8446.3026242457508,18120.567442177933,39.535733564511816,False
2025-10-19,2,27,27,8446.3026242457508,8203.374549014552,55568.582784275422,2438.720946043386,False
2025-10-20,2,27,27,8203.374549014552,7758.5898347990005,51165.458820745436,1734.9395131445344,False
2025-10-21,3,26,26,7758.5898347990005,7944.5973736516999,59136.907817293017,2737.6762016369858,False
2025-10-22,2,27,27,7944.5973736516999,8033.7936117972968,47984.200552553011,1144.4913738410255,False
2025-10-23,2,27,27,8033.7936117972968,5872.854008967156,42684.6909266492,109.15387647540183,False
2025-10-24,2,27,27,5872.854008967156,5637.1512799549455,17369.256433911218,32.431585610407893,False
2025-10-25,2,27,27,5637.1512799549455,8046.2231159667017,18516.223727794346,39.4139620249411,False
2025-10-26,2,27,27,8046.2231159667017,8307.9206678963947,45072.145990233956,9.4393365080748026,False
2025-10-27,2,27,27,8307.9206678963947,8033.3589361568338,46058.07882662968,101.91490578655839,False
2025-10-28,2,27,27,8033.3589361568338,8312.2323569491673,45955.038687155858,0,False
2025-10-29,2,27,27,8312.2323569491673,8046.6510078465717,46628.343503486627,44.281769270922041,False
2025-10-30,2,27,27,8046.6510078465717,6570.7690294363083,46435.623648604444,78.146537092677704,False
2025-10-31,2,27,27,6570.7690294363083,6617.045289705371,18038.761452556457,6.257979036294671,False
2025-11-01,2,27,27,6617.045289705371,8449.397724688959,18791.037337121001,50.897422221594525,False
2025-11-02,2,27,27,8449.397724688959,8086.8599448074401,48822.591132876492,234.75263537959563,False
2025-11-03,2,27,27,8086.8599448074401,8140.3165103028987,48332.242946751052,36.806686488310447,False
2025-11-04,2,27,27,8140.3165103028987,8036.7400621335701,49372.136700758798,138.57399394798429,False
2025-11-05,2,27,27,8036.7400621335701,8292.3734151169556,49087.592110207719,52.562309416465951,False
2025-11-06,2,27,27,8292.3734151169556,6620.0873097362346,48257.279987453658,26.904815060725014,False
2025-11-07,2,27,27,6620.0873097362346,6957.2933301509629,18760.046385158999,31.508803296748709,False
2025-11-08,2,27,27,6957.2933301509629,8374.2608147390711,18987.251829964531,5.8836598182960529,False
2025-11-09,2,27,27,8374.2608147390711,8139.1133528994815,49199.558118462264,3.8486557212812613,False
2025-11-10,2,27,27,8139.1133528994815,8124.6183755360553,51314.16404888167,303.39303949081886,False
2025-11-11,2,27,27,8124.6183755360553,8240.7414181427521,50058.136154626591,8.1179507859617388,False
2025-11-12,2,27,27,8240.7414181427521,8272.1244551836571,49896.25737571928,35.755626586982316,False
2025-11-13,2,27,27,8272.1244551836571,7427.8268311535012,49427.493395152102,44.005934621892038,False
2025-11-14,2,27,27,7427.8268311535012,7791.6598466730902,19112.967828310761,12.97319851882969,False
